system   D            wsystem.c:583  maybe_parent_dir                 [   0.00245] Also searching D:\Users\Ed Starkey\Google Drive\Git Repositories\Project 1\
display  D   display_settings.c:191  debug_display_settings           [   0.10731] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10734] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10736] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10738] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10740] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10742] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10744] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10747] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10749] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10751] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10753] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10755] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10757] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10759] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10761] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10764] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10766] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10768] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10770] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10772] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10774] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10777] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10779] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10782] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10784] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10787] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10789] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10791] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10793] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10795] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10797] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10799] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10801] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10804] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10806] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10808] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10810] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10812] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10814] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10817] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10819] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10821] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10823] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10825] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10827] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10829] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10831] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10834] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10836] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10838] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10840] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10843] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10845] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10847] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10849] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10851] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10853] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10855] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10857] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10860] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10862] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10864] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10866] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10868] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10870] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10872] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10874] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10877] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10879] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10882] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10884] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10886] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10888] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10891] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10893] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10895] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.10902] Trying format 144.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.10951] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.10956] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.13033] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.29313] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.29317] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.29321] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.29332] Format 144 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.29336] Returning d3d_display: 02CE47B0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.29339] al_display=02CE47B0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.29341] al_display->vt=02CE46E8
dtor     D               dtor.c:184  _al_register_destructor          [   0.29407] added dtor for object 0514B830, func 0FAD24D2
dtor     D               dtor.c:184  _al_register_destructor          [   0.29410] added dtor for object 0514B9E8, func 0FAD27A7
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.29600] Font arial.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.29602]     ascent=33.0, descent=-8.0, height=41.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.29605] added dtor for object 0515F948, func 0FAD1B3B
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.29706] Font TOSCA___.ttf loaded with pixel size 0 x 72.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.29709]     ascent=58.0, descent=-14.0, height=72.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.29712] added dtor for object 05167800, func 0FAD1B3B
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.29760] Font DigitaldreamFat.ttf loaded with pixel size 0 x 35.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.29762]     ascent=28.0, descent=-9.0, height=36.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.29766] added dtor for object 0516A968, func 0FAD1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30027] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30030] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30032] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30034] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30035] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30037] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30039] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30041] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30043] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30045] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30047] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30049] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30051] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30079] added dtor for object 05174DD0, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30784] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30853] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30855] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30861] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30863] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30866] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30868] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30869] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30871] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30874] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30875] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30894] added dtor for object 0517ABA0, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31004] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31037] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31040] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31044] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31047] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31049] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31051] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31053] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31055] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31057] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31059] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31061] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31075] added dtor for object 0517B450, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31159] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31161] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31201] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31204] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31206] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31207] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31209] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31213] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31215] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31217] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31219] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31221] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31223] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31225] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31243] added dtor for object 05173AA8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31360] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31364] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31419] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31422] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31424] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31425] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31429] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31435] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31437] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31439] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31441] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31443] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31459] added dtor for object 05173E98, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31535] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31538] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31577] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31580] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31582] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31584] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31586] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31588] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31593] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31598] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31600] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31601] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31603] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31605] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31607] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31629] added dtor for object 051747C0, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31700] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31704] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31740] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31742] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31748] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31751] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31753] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31756] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31758] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31760] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31762] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31764] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31779] added dtor for object 05180CA0, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31859] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31892] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31895] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31897] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31899] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31900] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31902] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31904] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31906] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31908] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31910] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31912] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31914] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31916] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31935] added dtor for object 05181520, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32025] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32028] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32077] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32080] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32082] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32084] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32087] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32089] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32091] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32093] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32094] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32096] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32098] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32100] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32103] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32118] added dtor for object 051860C0, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32202] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32247] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32250] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32252] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32254] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32257] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32263] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32265] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32267] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32269] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32271] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32885] added dtor for object 0517A3B8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.39297] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.39301] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48912] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48914] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48915] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48921] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48923] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48925] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.48927] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.48929] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.48931] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.48933] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.49002] Glyph 33: 30x54 (32x56)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49611] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49616] _al_d3d_sync_bitmap (video) ref count == 2
